objectid,parking_type,spaces,x_utm,y_utm,lat,lon
1455663,A - Horquilla,2,725599.2209999999,4374696.0370000005,39.49230122040877,-0.37657946863765
1455664,A - Horquilla,8,725793.9160000002,4374605.384,39.49143415340213,-0.3743483663256866
1455665,A - Horquilla,2,725052.8130000001,4372304.813999999,39.470920508582935,-0.3837343554645869
1455666,A - Horquilla,6,733508.3619999997,4353850.67,39.30256904316727,-0.29197096782047643
1455667,A - Horquilla,2,726911.1229999997,4373803.981000001,39.48392670114732,-0.36164258696367196
1455668,A - Horquilla,2,725676.5389999999,4374937.206,39.494451727737165,-0.3755995723193003
1455669,A - Horquilla,6,727353.4160000002,4372411.050000001,39.47127215675137,-0.35697991348015956
1455670,A - Horquilla,4,725056.4160000002,4374738.300000001,39.492823840452616,-0.38287111654874784
1455671,A - Horquilla,4,726563.0049999999,4371086.663000001,39.459559636948576,-0.3666091044390953
1455672,A - Horquilla,4,726371.4989999998,4371013.217,39.45894890615682,-0.36885772633877945
1455673,A - Horquilla,2,726852.7209999999,4372697.023,39.47397832210471,-0.3626975337776412
1455674,A - Horquilla,8,726826.6660000002,4372689.356000001,39.473916178157275,-0.36300274556517226
1455675,A - Horquilla,10,726841.8169999998,4372597.217,39.47308283661483,-0.36285811483815683
1455676,A - Horquilla,4,727309.5190000003,4373752.331,39.48335663478205,-0.35703255567464304
1455677,A - Horquilla,2,727153.6730000004,4373805.960999999,39.48388051902597,-0.35882452592046304
1455678,A - Horquilla,8,726924.4009999996,4373885.231000001,39.48465453282475,-0.3614606978049045
1455679,A - Horquilla,6,726323.6969999997,4370259.188999999,39.452174364506625,-0.3696683955029567
1455680,A - Horquilla,6,727089.2539999997,4374204.017999999,39.48748044115104,-0.35943719875186786
1455681,A - Horquilla,4,727232.6840000004,4374353.375,39.48878692859081,-0.3577201603106108
1455682,A - Horquilla,2,727336.3880000003,4374347.967,39.48871085073758,-0.35651732981484063
1455683,A - Horquilla,2,727328.4440000001,4374349.744999999,39.48872895388329,-0.35660900457305467
1455684,A - Horquilla,4,723075.1210000003,4371854.720000001,39.467383866122944,-0.4068535746674191
1455685,A - Horquilla,8,727349.3159999996,4373504.9059999995,39.48111904764016,-0.35665465786412226
1455686,A - Horquilla,4,727334.7079999996,4373386.509,39.48005721559028,-0.35686469784815833
1455687,A - Horquilla,4,727271.2079999996,4373438.259,39.48053979184113,-0.3575846141628148
1455688,A - Horquilla,4,727188.1660000002,4373466.800000001,39.480818619368165,-0.3585394324134883
1455689,A - Horquilla,4,727317.1660000002,4373489.884,39.48099232871891,-0.3570332077456878
1455690,A - Horquilla,4,727404.0779999997,4373483.050000001,39.480907850799156,-0.3560260404196281
1455691,A - Horquilla,6,727416.1679999996,4373500.630000001,39.481062893011504,-0.35587961735935775
1455692,A - Horquilla,2,727379.5970000001,4373645.498,39.48237651429902,-0.3562549938005654
1455693,A - Horquilla,4,727345.108,4373677.8440000005,39.48267677427045,-0.3566445682330696
1455694,A - Horquilla,2,727363.131,4373679.960999999,39.48269106693945,-0.35643450095894846
1455695,A - Horquilla,2,727405.0829999996,4373699.550000001,39.48285630042107,-0.3559405281403297
1455696,A - Horquilla,6,727544.4160000002,4373536.217,39.481349305621585,-0.3543778505820433
1455697,A - Horquilla,2,727135.3329999996,4373578.050000001,39.48183393061399,-0.3591151999907482
1455698,A - Horquilla,4,727180.1660000002,4373629.050000001,39.48228114606791,-0.3585770726891168
1455699,A - Horquilla,6,727208.2079999996,4373689.509,39.48281793353201,-0.3582307505704673
1455700,A - Horquilla,4,727222.6660000002,4373761.050000001,39.48345805648496,-0.3580384321585097
1455701,A - Horquilla,8,727081.5729999999,4373672.5600000005,39.48269880699821,-0.35970745269661236
1455702,A - Horquilla,4,726964.7960000001,4373802.596999999,39.483900086361146,-0.3610196082377888
1455703,A - Horquilla,2,727654.0829999996,4373680.759,39.482621315735116,-0.3530546943660906
1455704,A - Horquilla,2,727572.5690000001,4373671.546,39.482559953674404,-0.3540046583388115
1455705,A - Horquilla,6,724006.2599999998,4371576.323999999,39.464636146787775,-0.39613342483287317
1455706,A - Horquilla,4,726847.0319999997,4372641.129000001,39.47347671655627,-0.3627826148358116
1455707,A - Horquilla,2,727028.3449999997,4372636.18,39.47338436308985,-0.3606785353479678
1455708,A - Horquilla,6,726759.4630000005,4372712.0,39.47413770684457,-0.3637755475655418
1455709,A - Horquilla,2,726801.2110000001,4372714.1559999995,39.474146112676856,-0.3632899490070487
1455710,A - Horquilla,2,726821.216,4372707.319,39.474079300479545,-0.363059933885242
1455711,A - Horquilla,4,723029.8370000003,4371849.738,39.46735075460987,-0.40738114043199963
1455712,A - Horquilla,6,725506.4270000001,4374026.033,39.48629475459938,-0.3778841676955578
1455713,A - Horquilla,6,723611.0829999996,4370523.134,39.45525874302925,-0.4010753839746079
1455714,A - Horquilla,4,726734.9579999996,4367168.634,39.42424771391043,-0.3659421268516795
1455715,A - Horquilla,2,725567.6799999997,4373749.6280000005,39.483790735210114,-0.37726616111780403
1455716,A - Horquilla,2,725567.3830000004,4373742.494000001,39.483726598905434,-0.3772720247079615
1455717,A - Horquilla,2,725576.4500000002,4373730.825999999,39.48361919633924,-0.3771706518759646
1455718,A - Horquilla,2,725017.8329999996,4373079.467,39.477902466940975,-0.38387927160290286
1455719,A - Horquilla,8,725667.0920000002,4372985.708000001,39.476888512420174,-0.37636993983751366
1455720,A - Horquilla,24,724374.9179999996,4373151.362,39.47871748542907,-0.39132251764710246
1455721,A - Horquilla,14,724512.8609999996,4373014.304,39.47744781379121,-0.3897664362599348
1455722,A - Horquilla,2,723500.4160000002,4370741.717,39.457255015959156,-0.40228719698624865
1455723,A - Horquilla,6,724558.3530000001,4372821.916999999,39.47570422184597,-0.3893028288154214
1455724,A - Horquilla,6,724123.3210000005,4372175.642999999,39.47000032867878,-0.3945727080940627
1455725,A - Horquilla,2,724095.7319999998,4372203.543,39.470258647772354,-0.3948837469177499
1455726,A - Horquilla,6,724546.5640000002,4373396.51,39.48087934783876,-0.38924627978779996
1455727,A - Horquilla,6,723852.9989999998,4373719.717,39.48396934583374,-0.3971938787365829
1455728,A - Horquilla,4,726685.5,4373685.715,39.48292165895194,-0.3643035737933436
1455729,A - Horquilla,6,729901.8329999996,4373062.717,39.4764607916435,-0.3271596076812761
1455730,A - Horquilla,6,725640.8329999996,4372383.384,39.471473785186035,-0.37687868655051565
1455731,A - Horquilla,10,725627.0829999996,4371967.884,39.467737405061584,-0.3771788926421377
1455732,A - Horquilla,10,725637.4579999996,4372080.134,39.468745066818286,-0.37702044545497615
1455733,A - Horquilla,8,725839.5829999996,4372266.384,39.47036852611161,-0.3746100577653091
1455734,A - Horquilla,4,725755.8250000002,4372268.575999999,39.47041022811744,-0.37558204662816075
1455735,A - Horquilla,10,725643.7489999998,4372309.134,39.470804684474054,-0.37686993488883247
1455736,A - Horquilla,10,725604.7079999996,4373965.134,39.48572082626764,-0.37676312103690696
1455737,A - Horquilla,4,725617.7079999996,4373964.634,39.48571291649363,-0.37661228030146443
1455738,A - Horquilla,6,725623.4579999996,4373925.634,39.485360364151475,-0.37655868698804845
1455739,A - Horquilla,4,725590.4579999996,4373923.134,39.48534651516498,-0.37694286402365895
1455740,A - Horquilla,6,725771.2489999998,4374073.467,39.48665225540677,-0.37479186722210556
1455741,A - Horquilla,4,725784.0829999996,4373985.384,39.485856041251,-0.3746726177318415
1455742,A - Horquilla,2,725693.7130000005,4374234.528999999,39.48812234026549,-0.37563801478809294
1455743,A - Horquilla,4,725748.7999999998,4374200.450999999,39.48780114537037,-0.3750096361263182
1455744,A - Horquilla,2,725760.648,4374350.567,39.48914924829372,-0.37482115903461605
1455745,A - Horquilla,2,725758.5710000005,4374342.8719999995,39.4890805297883,-0.37484789332288904
1455746,A - Horquilla,2,725747.2120000003,4374376.34,39.48938476036672,-0.37496851181306556
1455747,A - Horquilla,2,725732.432,4374321.984999999,39.488899383107174,-0.375158615936264
1455748,A - Horquilla,2,725719.4850000003,4374274.104,39.48847179771725,-0.3753252316666277
1455749,A - Horquilla,4,725769.8700000001,4373913.077,39.48520892695535,-0.37486220630338274
1455750,A - Horquilla,4,725641.2489999998,4373919.048,39.48529641666145,-0.3763542543427071
1455751,A - Horquilla,2,725804.1440000003,4374532.964,39.490779607827456,-0.37425408379345404
1455752,A - Horquilla,2,725793.0140000004,4374493.234999999,39.49042492431704,-0.374396840443213
1455753,A - Horquilla,4,725786.3799999999,4374466.427999999,39.4901853728323,-0.3744829885690684
1455754,A - Horquilla,2,725772.6710000001,4374413.249,39.48971030082126,-0.3746602585714308
1455755,A - Horquilla,2,725751.9970000004,4374392.9059999995,39.489532617131836,-0.37490731464593235
1455756,A - Horquilla,2,725823.54,4374607.089,39.491441723137676,-0.3740036442836887
1455757,A - Horquilla,4,725673.3329999996,4373921.800000001,39.48531277227286,-0.37598063259317754
1455758,A - Horquilla,4,725646.2489999998,4373944.717,39.48552615541445,-0.3762874854698316
1455759,A - Horquilla,4,725795.8329999996,4373902.550000001,39.48510735836661,-0.374564184394828
1455760,A - Horquilla,2,725771.5829999996,4373824.550000001,39.484411634702106,-0.3748722885222922
1455761,A - Horquilla,2,725761.3329999996,4373605.467,39.482442329940795,-0.3750655377379082
1455762,A - Horquilla,4,725313.9989999998,4375271.800000001,39.497558512135804,-0.37969827735896977
1455763,A - Horquilla,2,725370.5549999997,4375228.9120000005,39.49715765121949,-0.37905570928310256
1455764,A - Horquilla,2,725238.3880000003,4375251.578,39.4973962985163,-0.38058357418334354
1455765,A - Horquilla,4,725196.8880000003,4375199.856000001,39.49694160967803,-0.3810832090816126
1455766,A - Horquilla,4,725100.0180000002,4374508.028999999,39.49073972169368,-0.3824423539222805
1455767,A - Horquilla,6,725836.3540000003,4374644.938999999,39.491779050733754,-0.37384195678007837
1455768,A - Horquilla,8,726014.1370000001,4374490.061000001,39.49033828141407,-0.37182915402660655
1455769,A - Horquilla,8,726157.3059999999,4374363.346999999,39.48916008733413,-0.3702089760621586
1455770,A - Horquilla,10,726575.0449999999,4373986.533,39.48565843405422,-0.36548433792009094
1455771,A - Horquilla,6,727318.949,4373308.392000001,39.47935824736479,-0.35707436848062185
1455772,A - Horquilla,8,727468.2139999997,4373128.584000001,39.477700352139664,-0.35540200241917863
1455773,A - Horquilla,4,722639.9730000002,4371995.907,39.46876740087128,-0.41186001574131587
1455774,A - Horquilla,2,722663.3329999996,4371980.050000001,39.46861862327513,-0.4115940127625183
1455775,A - Horquilla,2,722641.8329999996,4371977.717,39.46860318403053,-0.4118444843513657
1455776,A - Horquilla,2,722622.9989999998,4371975.550000001,39.468588549002554,-0.41206393853519524
1455777,A - Horquilla,2,722604.3329999996,4371973.634,39.46857612946889,-0.41228135781569447
1455778,A - Horquilla,2,722581.0829999996,4371973.967,39.46858513902246,-0.4125512636327428
1455779,A - Horquilla,2,722557.5829999996,4371968.467,39.468541707282384,-0.41282601869034735
1455780,A - Horquilla,4,722562.5870000003,4372026.652000001,39.46906416131001,-0.41274849452903484
1455781,A - Horquilla,4,722546.5480000004,4372000.234999999,39.46883051748492,-0.4129435786206517
1455782,A - Horquilla,4,722502.2029999997,4371980.421,39.46866362668929,-0.41346519509841856
1455783,A - Horquilla,4,722507.4450000003,4371960.7129999995,39.46848487158173,-0.4134108888909257
1455784,A - Horquilla,4,722911.926,4372092.833000001,39.469569488981826,-0.40866926832977557
1455785,A - Horquilla,4,722802.7429999998,4371810.8100000005,39.467059153582454,-0.410031471945273
1455786,A - Horquilla,4,722793.2029999997,4371777.74,39.46676394607771,-0.4101533053628594
1455787,A - Horquilla,4,722800.7529999996,4371711.952,39.466169807511235,-0.4100875916059547
1455788,A - Horquilla,2,722716.4440000001,4371701.692,39.46609926834494,-0.4110701146201714
1455789,A - Horquilla,2,722829.96,4371723.1899999995,39.46626340593673,-0.4097446518571842
1455790,A - Horquilla,4,722906.0980000002,4371835.300000001,39.467252841900155,-0.4088229929592459
1455791,A - Horquilla,4,722914.9050000003,4371836.045,39.46725726744873,-0.40872046506022713
1455792,A - Horquilla,6,722938.3449999997,4371768.299000001,39.466641388920095,-0.408470882542695
1455793,A - Horquilla,4,725236.4989999998,4375081.356000001,39.49586459957756,-0.3806630655025052
1455794,A - Horquilla,4,725514.3329999996,4375342.688999999,39.4981440798646,-0.3773467746910721
1455795,A - Horquilla,6,734865.2769999998,4351479.4120000005,39.28085907844623,-0.277078589346826
1455796,A - Horquilla,4,725492.165,4374997.438999999,39.49504225355667,-0.37772117374339603
1455797,A - Horquilla,2,725502.3229999999,4375000.492000001,39.49506707057445,-0.3776021278131448
1455798,A - Horquilla,4,725292.1409999998,4375094.444,39.49596783185596,-0.38001219846568135
1455799,A - Horquilla,2,725298.392,4374879.423,39.49403075851658,-0.3800122783694375
1455800,A - Horquilla,4,722970.4809999997,4371782.649,39.466762236129405,-0.4080928833182111
1455801,A - Horquilla,4,723018.9989999998,4371789.967,39.466815540477874,-0.40752698403107696
1455802,A - Horquilla,4,722925.8329999996,4371681.467,39.465863019687774,-0.4086451971097174
1455803,A - Horquilla,4,723019.3329999996,4371670.634,39.46574129111829,-0.40756298934896673
1455804,A - Horquilla,2,723073.5829999996,4371583.717,39.464944862228265,-0.4069620337204779
1455805,A - Horquilla,2,723083.5829999996,4371584.550000001,39.46494976923563,-0.40684562549388614
1455806,A - Horquilla,4,723105.5829999996,4371433.050000001,39.463580358295864,-0.4066407897332867
1455807,A - Horquilla,4,723033.7489999998,4371427.300000001,39.463547211901115,-0.40747690181537866
1455808,A - Horquilla,4,722958.1660000002,4371494.550000001,39.464172132456,-0.4083321608043752
1455809,A - Horquilla,4,722927.2489999998,4371490.884,39.464147139278445,-0.4086924203183516
1455810,A - Horquilla,4,722953.3329999996,4371530.884,39.464500440853406,-0.40837614676844924
1455811,A - Horquilla,4,722914.8609999996,4371529.528999999,39.464498206012486,-0.4088233715838417
1455812,A - Horquilla,4,722964.8799999999,4371599.267999999,39.46511300202532,-0.4082192040060924
1455813,A - Horquilla,4,722935.176,4371601.789999999,39.46514339591354,-0.4085633145407621
1455814,A - Horquilla,4,722898.0470000003,4371536.504000001,39.46456534412632,-0.4090163014720682
1455815,A - Horquilla,4,722820.4960000003,4371560.210999999,39.46479881513958,-0.40990898061160735
1455816,A - Horquilla,2,722830.5269999998,4371560.009,39.464794400634474,-0.4097925582776287
1455817,A - Horquilla,2,725287.5729999999,4374933.082,39.4945165852889,-0.38011982705081665
1455818,A - Horquilla,4,725284.4479999999,4374968.614,39.49483723271886,-0.38014411898415174
1455819,A - Horquilla,4,725329.5489999996,4374975.293,39.49488553591701,-0.37961789063318807
1455820,A - Horquilla,4,725353.0120000001,4374935.198000001,39.49451848734424,-0.37935886458315
1455821,A - Horquilla,4,725423.5959999999,4374981.933,39.49492065762529,-0.3785230348012294
1455822,A - Horquilla,4,725428.2510000002,4374921.275,39.49437344648881,-0.3784894756654998
1455823,A - Horquilla,2,725517.307,4374949.093,39.494600492486576,-0.3774454438495442
1455824,A - Horquilla,2,725511.4890000001,4374947.459000001,39.49458731021452,-0.37751358825825876
1455825,A - Horquilla,2,725591.9289999995,4375014.869000001,39.495172979769194,-0.37655624394358617
1455826,A - Horquilla,2,725639.3859999999,4375023.139,39.495234969184544,-0.3760021013278308
1455827,A - Horquilla,2,725652.7010000004,4375015.397,39.495161789007675,-0.37585003317512905
1455828,A - Horquilla,2,725579.7120000003,4375051.026000001,39.49550163796052,-0.3766859367374504
1455829,A - Horquilla,4,725561.9529999997,4375066.460000001,39.49564521932765,-0.3768870320664765
1455830,A - Horquilla,2,725362.4440000001,4375101.562999999,39.496013490773855,-0.3791930186331498
1455831,A - Horquilla,2,725243.0460000001,4375062.613,39.495694176291295,-0.380593339381737
1455832,A - Horquilla,2,725260.9819999998,4375017.220000001,39.49528088927397,-0.3804003078974499
1455833,A - Horquilla,2,725270.9840000002,4374991.301000001,39.49504496861554,-0.3802928696939841
1455834,A - Horquilla,4,725658.142,4375172.522,39.496574661680974,-0.3757336067217528
1455835,A - Horquilla,4,725692.4749999996,4375079.346999999,39.49572697331626,-0.37536628916894393
1455836,A - Horquilla,4,725723.8130000001,4375164.948999999,39.49648926160086,-0.37497321039164777
1455837,A - Horquilla,2,725370.3140000002,4375103.854,39.49603204999225,-0.3791008109427351
1455838,A - Horquilla,2,725766.3490000004,4375160.511,39.49643814891538,-0.37448053419612715
1455839,A - Horquilla,2,725768.7999999998,4375148.049000001,39.496325333683274,-0.3744562814466079
1455840,A - Horquilla,2,725774.3770000003,4375101.7469999995,39.4959071003581,-0.37440717809185625
1455841,A - Horquilla,2,725816.619,4375113.882999999,39.4960052468859,-0.373912304999167
1455842,A - Horquilla,4,726774.9979999997,4372874.645,39.47559759108625,-0.36353982401598844
1455843,A - Horquilla,4,726834.0350000001,4372789.129000001,39.47481229840528,-0.36288323128060324
1455844,A - Horquilla,8,725203.1030000001,4373089.278000001,39.47794231234118,-0.38172406540296466
1455845,A - Horquilla,2,726816.6030000001,4371485.640000001,39.46308410033811,-0.3635288203734008
1455846,A - Horquilla,2,727442.8760000002,4373423.635,39.48036280222943,-0.35559566172974766
1455847,A - Horquilla,8,724049.7520000003,4371649.563999999,39.46528408525576,-0.3956037699100754
1455848,A - Horquilla,2,727424.0829999996,4373400.717,39.48016148464843,-0.3558217600126824
1455849,A - Horquilla,2,727479.7019999996,4373398.929,39.480130688975215,-0.35517635379806095
1455850,A - Horquilla,4,727470.1809999999,4373360.374,39.4797861726848,-0.3553000923994212
1455851,A - Horquilla,2,727516.4800000004,4373365.248,39.479817803113136,-0.3547606684022399
1455852,A - Horquilla,4,727507.7489999998,4373291.381999999,39.47915524446832,-0.35488727960185185
1455853,A - Horquilla,4,727484.193,4373271.786,39.47898508861752,-0.35516756392495685
1455854,A - Horquilla,2,727464.1909999996,4373249.754000001,39.47879206618049,-0.3554073987897487
1455855,A - Horquilla,8,727454.9989999998,4373234.217,39.47865464741913,-0.3555194613777155
1455856,A - Horquilla,4,727293.2209999999,4373379.023,39.480000793728806,-0.35734912212782616
1455857,A - Horquilla,6,727353.7489999998,4373328.217,39.479527498410825,-0.35666341060840107
1455858,A - Horquilla,10,730154.9579999996,4372396.955,39.47040075965215,-0.324449491829631
1455859,A - Horquilla,8,730147.892,4372149.028999999,39.46817112056325,-0.32461707252596617
1455860,A - Horquilla,4,725853.182,4375131.502,39.496154235742125,-0.37348154979626697
1455861,A - Horquilla,4,725922.7139999997,4375126.682,39.496092586871285,-0.37267537166116577
1455862,A - Horquilla,2,725897.0889999997,4375203.145,39.49678756899542,-0.3729471545202481
1455863,A - Horquilla,2,725819.1739999996,4375226.954,39.49702233948612,-0.3738442984506716
1455864,A - Horquilla,2,725757.0020000003,4375250.163000001,39.49724756982229,-0.37455874909022496
1455865,A - Horquilla,2,725829.9910000004,4375069.424000001,39.49560155558629,-0.3737720199087418
1455866,A - Horquilla,4,726498.1660000002,4373187.717,39.478488478946026,-0.3666487272520549
1455867,A - Horquilla,6,726218.4369999999,4373403.109999999,39.48050083452492,-0.36982467482668413
1455868,A - Horquilla,6,726261.7970000003,4373447.611,39.48088999157441,-0.3693059388131466
1455869,A - Horquilla,4,726244.9670000002,4373435.773,39.48078786203239,-0.3695054406259913
1455870,A - Horquilla,8,726373.0870000003,4373383.819,39.48028652276006,-0.36803493212644917
1455871,A - Horquilla,8,729015.8329999996,4371068.634,39.45874851642484,-0.33813422887544087
1455872,A - Horquilla,6,729002.6660000002,4371072.217,39.45878426827777,-0.3382858857683384
1455873,A - Horquilla,6,729036.3329999996,4371065.300000001,39.45871305527188,-0.337897341074055
1455874,A - Horquilla,4,729049.5829999996,4371064.217,39.458699783089045,-0.3377438630106827
1455875,A - Horquilla,6,728717.2199999997,4370685.149,39.45537615910946,-0.34173290464458494
1455876,A - Horquilla,4,728638.1330000004,4370974.097999999,39.45799796990328,-0.34255220876561937
1455877,A - Horquilla,6,728757.6660000002,4371105.675000001,39.45915053973227,-0.3411191960362186
1455878,Aro,8,728290.3329999996,4370786.384,39.45640063441948,-0.3466547925440342
1455879,A - Horquilla,6,728319.5829999996,4370837.467,39.45685267642221,-0.34629770073461963
1455880,A - Horquilla,8,728315.0829999996,4370833.800000001,39.456820862926484,-0.346351204631349
1455881,A - Horquilla,4,724906.2149999999,4372833.355,39.47571633953477,-0.38525870230481396
1455882,A - Horquilla,4,725922.6260000002,4373948.607999999,39.48548864481041,-0.37307574567627555
1455883,A - Horquilla,4,727137.7620000001,4372740.577,39.474295175096714,-0.3593722234133758
1455884,A - Horquilla,6,726646.2110000001,4372470.857000001,39.47199699213808,-0.3651728026043369
1455885,A - Horquilla,6,726669.3770000003,4372435.09,39.471668950301115,-0.3649159113590902
1455886,A - Horquilla,8,730147.8279999997,4372154.619000001,39.46822145206706,-0.32461588756796295
1455887,A - Horquilla,12,730276.3880000003,4371887.4120000005,39.46578200131764,-0.323215167853566
1455888,A - Horquilla,12,730297.9749999996,4371734.015000001,39.46439553457468,-0.32301743039028413
1455889,A - Horquilla,10,730301.023,4371734.585999999,39.46439985871086,-0.3229818396597656
1455890,A - Horquilla,12,730299.1179999998,4371743.539000001,39.46448095226271,-0.3230008710792185
1455891,A - Horquilla,8,725234.9189999998,4373167.733999999,39.47864018232098,-0.3813280275486674
1455892,A - Horquilla,6,725882.6940000001,4371803.119999999,39.46618730656719,-0.3742662215503653
1455893,A - Horquilla,2,725486.7709999997,4374711.937000001,39.49247382606673,-0.37788044884673877
1455894,A - Horquilla,2,725427.3859999999,4374922.789000001,39.49438730093981,-0.37849901270240405
1455895,A - Horquilla,2,725452.108,4374816.798,39.4934267811492,-0.3782476625514786
1455896,A - Horquilla,6,728426.1660000002,4370928.384,39.457642752018124,-0.3450290504120905
1455897,A - Horquilla,2,728414.9989999998,4370919.217,39.457563202285456,-0.3451618490930797
1455898,A - Horquilla,6,728400.4160000002,4370904.467,39.45743430606336,-0.3453362213340082
1455899,A - Horquilla,2,728390.5829999996,4370899.300000001,39.457390405986345,-0.3454521615439704
1455900,A - Horquilla,6,728334.8329999996,4370915.550000001,39.45755145518335,-0.3460939252287393
1455901,A - Horquilla,4,728353.5829999996,4370917.217,39.457561488094825,-0.3458756453892394
1455902,A - Horquilla,4,728295.0750000002,4370937.991,39.45776398654344,-0.3465478883428926
1455903,A - Horquilla,4,725794.307,4374796.422,39.49315360497177,-0.3742790965733679
1455904,A - Horquilla,2,725461.3880000003,4375051.9399999995,39.495540893338166,-0.37806029055150997
1455905,A - Horquilla,8,725491.6710000001,4374870.809,39.49390256970268,-0.3777697648491907
1455906,A - Horquilla,4,725599.9610000001,4374905.693,39.494188166261026,-0.37649989398218936
1455907,A - Horquilla,4,727086.1739999996,4373684.321,39.48280345365214,-0.359650004095601
1455908,A - Horquilla,4,724429.5710000005,4371731.448999999,39.46592222500109,-0.3911654301254541
1455909,A - Horquilla,6,724434.0449999999,4371714.119999999,39.46576507559762,-0.39111930197773837
1455910,A - Horquilla,4,724350.6169999996,4371770.390000001,39.466293322863706,-0.3920692302293288
1455911,A - Horquilla,4,727147.3399999999,4372595.091,39.47298312329582,-0.3593105262892851
1455912,A - Horquilla,6,727960.7199999997,4372048.5879999995,39.467849023342815,-0.35005082380726177
1455913,A - Horquilla,4,728042.0049999999,4372030.944,39.467668681551885,-0.34911289755328556
1455914,A - Horquilla,2,728059.4160000002,4372033.384,39.467686031544545,-0.34890987155226577
1455915,A - Horquilla,4,728128.9160000002,4372014.967,39.46750184607332,-0.3481090727009171
1455916,A - Horquilla,4,728333.7489999998,4371973.134,39.46707100462011,-0.34574469554057713
1455917,A - Horquilla,4,728384.1660000002,4371951.217,39.46686035729312,-0.34516671677276567
1455918,A - Horquilla,4,731239.7790000001,4354520.169,39.30920399412462,-0.31802278063208644
1455919,A - Horquilla,8,726477.2410000004,4373054.393999999,39.47729393540336,-0.3669370446083565
1455920,A - Horquilla,6,727503.0669999998,4373491.317,39.48095609509018,-0.35487344778130314
1455921,A - Horquilla,6,727137.2539999997,4373669.390000001,39.48265557631514,-0.35906177078639756
1455922,A - Horquilla,6,727230.1739999996,4373699.188999999,39.482899262346415,-0.3579723055698848
1455923,A - Horquilla,4,727073.165,4373813.393999999,39.48396867562951,-0.3597571497587195
1455924,A - Horquilla,4,727074.4560000002,4373793.460000001,39.48378890859633,-0.359748943336897
1455925,A - Horquilla,4,727044.6579999998,4373690.483999999,39.48286988337463,-0.3601301348777786
1455926,A - Horquilla,8,726982.284,4373780.672,39.48369812531791,-0.360823937387697
1455927,A - Horquilla,4,726874.6670000004,4373764.290999999,39.48357906416894,-0.362079555762982
1455928,A - Horquilla,4,726821.8260000004,4373801.836999999,39.48393094945164,-0.36268056522614606
1455929,A - Horquilla,4,726833.3760000002,4373837.444,39.48424840435263,-0.36253428876647414
1455930,A - Horquilla,4,726971.5539999995,4373845.419,39.48428374552863,-0.36092653076088455
1455931,A - Horquilla,18,726823.4579999996,4373245.259,39.47892073609295,-0.36285094431399234
1455932,A - Horquilla,4,727275.8880000003,4372369.578,39.47091934063859,-0.3578944190425474
1455933,A - Horquilla,4,723890.3329999996,4372299.384,39.47117479224542,-0.39723703766640667
1455934,A - Horquilla,4,724288.7070000004,4374598.981000001,39.491770340316776,-0.3918368260568686
1455935,A - Horquilla,4,726901.6100000003,4372545.578,39.47260227023122,-0.3621812490162704
1455936,A - Horquilla,8,726923.2829999998,4372574.073000001,39.47285304142061,-0.36191984898793955
1455937,A - Horquilla,6,726849.3389999997,4372533.418,39.472506595621866,-0.3627924511355598
1455938,A - Horquilla,2,726820.0829999996,4372883.884,39.47566887058038,-0.3630130495013155
1455939,A - Horquilla,2,726815.9850000003,4372872.006999999,39.475563045093224,-0.3630646841134274
1455940,A - Horquilla,8,728025.9579999996,4372735.759,39.47401694511275,-0.3490583436348361
1455941,A - Horquilla,2,727186.8930000002,4372940.864,39.4760849956439,-0.35873339058969334
1455942,A - Horquilla,2,727189.8789999997,4372949.7469999995,39.47616416346022,-0.35869568416571546
1455943,A - Horquilla,2,727193.1629999997,4372958.033,39.47623787897954,-0.35865471992366416
1455944,A - Horquilla,4,727764.2489999998,4373039.217,39.47681766102996,-0.35199419609448745
1455945,A - Horquilla,6,727778.5829999996,4373082.134,39.47720016191025,-0.35181305709857846
1455946,A - Horquilla,4,729336.2539999997,4371233.059,39.460143210226164,-0.33435723987967264
1455947,A - Horquilla,6,726017.6660000002,4371662.717,39.46488809478397,-0.3727463641580787
1455948,A - Horquilla,2,723074.5959999999,4372217.052999999,39.470645499227835,-0.4067385241857551
1455949,A - Horquilla,2,725560.5290000001,4373351.054,39.48020498596799,-0.3774840618667816
1455950,A - Horquilla,4,729397.6880000001,4369876.244999999,39.44791433169991,-0.3341100552298797
1455951,A - Horquilla,2,724912.3499999996,4372735.505000001,39.47483396726066,-0.38522044308317355
1455952,A - Horquilla,2,724912.6560000004,4372728.465,39.474770518727624,-0.38521926298685494
1455953,A - Horquilla,2,724912.6560000004,4372724.24,39.474732488587236,-0.3852206876700649
1455954,A - Horquilla,6,733484.3940000003,4353894.568,39.30297062343197,-0.29223340244265295
1455955,A - Horquilla,4,733653.8820000002,4353966.114,39.30356887607139,-0.2902450222033335
1455956,A - Horquilla,6,734049.7139999997,4352958.571,39.2943933195222,-0.2860097091990183
1455957,A - Horquilla,6,734881.4759999998,4351497.077,39.28101368573629,-0.27688482318379737
1455958,A - Horquilla,4,725127.3329999996,4371489.948999999,39.46356624833267,-0.38314383294976007
1455959,A - Horquilla,4,723956.932,4373376.527000001,39.480853147274146,-0.39610186596429536
1455960,A - Horquilla,4,725226.4129999997,4373225.024,39.47915808643989,-0.3814074755881677
1455961,A - Horquilla,2,728018.1830000002,4373096.307,39.47726428082739,-0.3490253813865825
